Sales,Traffic,Transactions,Conversion,Passersby,Capture Rate,datetime
195989,47,25,53,92,51.087,2022-02-15 10:00:00
216846,70,37,53,98,71.429,2022-02-15 11:00:00
148786,59,26,44,192,30.729,2022-02-15 12:00:00
125338,72,28,39,186,38.71,2022-02-15 13:00:00
124561,57,28,49,193,29.534,2022-02-15 14:00:00
157332,71,34,48,172,41.279,2022-02-15 15:00:00
46034,43,15,35,243,17.696,2022-02-15 16:00:00
156167,39,17,44,161,24.224,2022-02-15 17:00:00
47032,27,12,44,68,39.706,2022-02-15 18:00:00
110089,21,10,48,67,31.343,2022-02-15 19:00:00
25761,23,6,26,61,37.705,2022-02-15 20:00:00
61880,37,24,65,97,38.144,2022-02-16 10:00:00
96396,71,31,44,122,58.197,2022-02-16 11:00:00
75707,48,26,54,216,22.222,2022-02-16 12:00:00
62274,63,24,38,121,52.066,2022-02-16 13:00:00
54736,57,23,40,206,27.67,2022-02-16 14:00:00
114414,51,25,49,216,23.611,2022-02-16 15:00:00
47278,41,22,54,186,22.043,2022-02-16 16:00:00
138769,53,18,34,80,66.25,2022-02-16 17:00:00
71495,19,10,53,157,12.102,2022-02-16 18:00:00
40348,22,11,50,76,28.947,2022-02-16 19:00:00
12964,12,4,33,64,18.75,2022-02-16 20:00:00
102917,32,15,47,88,36.364,2022-02-17 10:00:00
92978,59,29,49,90,65.556,2022-02-17 11:00:00
82057,49,21,43,268,18.284,2022-02-17 12:00:00
108058,53,31,58,294,18.027,2022-02-17 13:00:00
44972,61,17,28,213,28.639,2022-02-17 14:00:00
162044,70,29,41,175,40.0,2022-02-17 15:00:00
70624,43,15,35,152,28.29,2022-02-17 16:00:00
103502,45,19,42,142,31.69,2022-02-17 17:00:00
25875,29,10,34,147,19.728,2022-02-17 18:00:00
52966,25,10,40,63,39.683,2022-02-17 19:00:00
4736,23,1,4,57,40.351,2022-02-17 20:00:00
38005,48,14,29,125,38.4,2022-02-18 10:00:00
123424,55,29,53,290,18.966,2022-02-18 11:00:00
85001,58,24,41,423,13.712,2022-02-18 12:00:00
111438,61,31,51,133,45.865,2022-02-18 13:00:00
92471,58,23,40,367,15.804,2022-02-18 14:00:00
58591,48,19,40,272,17.647,2022-02-18 15:00:00
135416,59,32,54,235,25.106,2022-02-18 16:00:00
107765,44,23,52,213,20.657,2022-02-18 17:00:00
28076,24,8,33,210,11.429,2022-02-18 18:00:00
35191,38,9,24,128,29.688,2022-02-18 19:00:00
53578,30,12,40,203,14.778,2022-02-18 20:00:00
366522,163,110,67,133,122.556,2022-02-19 10:00:00
211636,116,54,47,899,12.903,2022-02-19 11:00:00
233821,119,53,45,508,23.425,2022-02-19 12:00:00
224535,147,56,38,499,29.459,2022-02-19 13:00:00
170736,162,54,33,680,23.824,2022-02-19 14:00:00
231070,165,66,40,799,20.651,2022-02-19 15:00:00
404920,135,45,33,582,23.196,2022-02-19 16:00:00
194091,112,36,32,501,22.355,2022-02-19 17:00:00
129650,76,28,37,507,14.99,2022-02-19 18:00:00
51813,80,17,21,238,33.613,2022-02-19 19:00:00
64259,36,10,28,372,9.677,2022-02-19 20:00:00
191174,146,46,32,164,89.024,2022-02-20 10:00:00
314709,185,58,31,624,29.647,2022-02-20 11:00:00
194501,150,57,38,770,19.481,2022-02-20 12:00:00
294162,195,64,33,666,29.279,2022-02-20 13:00:00
297005,235,68,29,699,33.62,2022-02-20 14:00:00
447521,228,78,34,1061,21.489,2022-02-20 15:00:00
252935,157,61,39,799,19.65,2022-02-20 16:00:00
164763,158,49,31,692,22.832,2022-02-20 17:00:00
93951,71,23,32,724,9.807,2022-02-20 18:00:00
77971,45,20,44,423,10.638,2022-02-20 19:00:00
48371,32,6,19,170,18.824,2022-02-20 20:00:00
89071,40,18,45,104,38.462,2022-02-21 10:00:00
85744,46,18,39,239,19.247,2022-02-21 11:00:00
115403,63,24,38,238,26.471,2022-02-21 12:00:00
249470,71,31,44,248,28.629,2022-02-21 13:00:00
221137,76,36,47,431,17.633,2022-02-21 14:00:00
81129,58,23,40,350,16.571,2022-02-21 15:00:00
20397,39,12,31,187,20.856,2022-02-21 16:00:00
52399,43,14,33,185,23.243,2022-02-21 17:00:00
29086,32,9,28,272,11.765,2022-02-21 18:00:00
84568,29,11,38,78,37.18,2022-02-21 19:00:00
9804,5,1,20,217,2.304,2022-02-21 20:00:00
86295,40,19,48,184,21.739,2022-02-22 10:00:00
96089,43,25,58,224,19.196,2022-02-22 11:00:00
67609,51,25,49,248,20.565,2022-02-22 12:00:00
135773,44,23,52,472,9.322,2022-02-22 13:00:00
82677,82,23,28,213,38.498,2022-02-22 14:00:00
39593,56,17,30,572,9.79,2022-02-22 15:00:00
86193,50,24,48,361,13.85,2022-02-22 16:00:00
36116,44,12,27,363,12.121,2022-02-22 17:00:00
45142,31,9,29,177,17.514,2022-02-22 18:00:00
29299,51,14,27,159,32.076,2022-02-22 19:00:00
26511,32,10,31,389,8.226,2022-02-22 20:00:00
84329,119,35,29,167,71.258,2022-02-23 10:00:00
285240,141,59,42,618,22.816,2022-02-23 11:00:00
132088,111,45,41,624,17.789,2022-02-23 12:00:00
284652,165,75,45,641,25.741,2022-02-23 13:00:00
327450,206,72,35,855,24.094,2022-02-23 14:00:00
267427,171,65,38,1064,16.071,2022-02-23 15:00:00
210860,134,47,35,718,18.663,2022-02-23 16:00:00
150805,104,39,38,485,21.443,2022-02-23 17:00:00
139478,81,22,27,593,13.659,2022-02-23 18:00:00
33373,31,10,32,521,5.95,2022-02-23 19:00:00
1837,10,2,20,107,9.346,2022-02-23 20:00:00
46067,57,18,32,97,58.763,2022-02-24 10:00:00
80511,53,28,53,233,22.747,2022-02-24 11:00:00
175875,59,26,44,241,24.481,2022-02-24 12:00:00
131020,48,26,54,237,20.253,2022-02-24 13:00:00
78959,72,28,39,239,30.126,2022-02-24 14:00:00
108585,59,29,49,192,30.729,2022-02-24 15:00:00
116404,44,13,30,177,24.859,2022-02-24 16:00:00
52557,30,14,47,164,18.293,2022-02-24 17:00:00
84309,20,12,60,61,32.787,2022-02-24 18:00:00
20275,28,8,29,0,0.0,2022-02-24 19:00:00
5885,11,3,27,0,0.0,2022-02-24 20:00:00
215006,62,46,74,107,57.944,2022-02-25 10:00:00
100392,52,29,56,398,13.065,2022-02-25 11:00:00
42018,43,17,40,248,17.339,2022-02-25 12:00:00
69351,54,23,43,134,40.299,2022-02-25 13:00:00
156823,60,33,55,121,49.587,2022-02-25 14:00:00
148931,69,22,32,233,29.614,2022-02-25 15:00:00
138133,75,31,41,275,27.273,2022-02-25 16:00:00
74836,46,19,41,285,16.14,2022-02-25 17:00:00
81302,39,24,62,185,21.081,2022-02-25 18:00:00
123766,53,27,51,94,56.383,2022-02-25 19:00:00
36324,24,15,63,234,10.256,2022-02-25 20:00:00
144945,104,38,37,127,81.89,2022-02-26 10:00:00
278505,121,56,46,461,26.247,2022-02-26 11:00:00
172864,91,48,53,586,15.529,2022-02-26 12:00:00
177703,129,48,37,463,27.862,2022-02-26 13:00:00
112481,113,43,38,634,17.823,2022-02-26 14:00:00
250611,140,61,44,607,23.064,2022-02-26 15:00:00
178780,149,48,32,607,24.547,2022-02-26 16:00:00
218584,119,44,37,614,19.381,2022-02-26 17:00:00
92480,78,29,37,459,16.994,2022-02-26 18:00:00
88372,82,20,24,436,18.807,2022-02-26 19:00:00
116559,53,28,53,267,19.85,2022-02-26 20:00:00
163413,109,38,35,140,77.857,2022-02-27 10:00:00
459840,156,71,46,533,29.268,2022-02-27 11:00:00
252118,150,59,39,854,17.564,2022-02-27 12:00:00
352188,190,55,29,711,26.723,2022-02-27 13:00:00
374550,229,78,34,714,32.073,2022-02-27 14:00:00
253714,207,67,32,661,31.316,2022-02-27 15:00:00
313006,148,59,40,1039,14.245,2022-02-27 16:00:00
238008,107,46,43,382,28.011,2022-02-27 17:00:00
213859,77,32,42,336,22.917,2022-02-27 18:00:00
138486,57,26,46,292,19.521,2022-02-27 19:00:00
37181,23,6,26,223,10.314,2022-02-27 20:00:00
29203,41,15,37,125,32.8,2022-02-28 10:00:00
131626,47,32,68,143,32.867,2022-02-28 11:00:00
88134,60,30,50,262,22.901,2022-02-28 12:00:00
35966,57,12,21,271,21.033,2022-02-28 13:00:00
117980,65,32,49,281,23.132,2022-02-28 14:00:00
84651,54,17,31,258,20.93,2022-02-28 15:00:00
86276,49,21,43,223,21.973,2022-02-28 16:00:00
72805,41,14,34,219,18.722,2022-02-28 17:00:00
19602,25,7,28,106,23.585,2022-02-28 18:00:00
43992,28,13,46,93,30.108,2022-02-28 19:00:00
40055,20,4,20,155,12.903,2022-02-28 20:00:00
83956,70,28,40,196,35.714,2022-03-01 10:00:00
74781,76,29,38,709,10.719,2022-03-01 11:00:00
111928,42,31,74,510,8.235,2022-03-01 12:00:00
78436,68,28,41,218,31.193,2022-03-01 13:00:00
126099,76,30,39,420,18.095,2022-03-01 14:00:00
130077,67,27,40,380,17.632,2022-03-01 15:00:00
26866,34,12,35,375,9.067,2022-03-01 16:00:00
73897,53,26,49,179,29.609,2022-03-01 17:00:00
27333,33,13,39,333,9.91,2022-03-01 18:00:00
29330,22,7,32,149,14.765,2022-03-01 19:00:00
9145,10,5,50,124,8.065,2022-03-01 20:00:00
79526,44,21,48,95,46.316,2022-03-02 10:00:00
79392,68,29,43,116,58.621,2022-03-02 11:00:00
68978,46,22,48,251,18.327,2022-03-02 12:00:00
62405,81,23,28,253,32.016,2022-03-02 13:00:00
168364,72,40,56,227,31.718,2022-03-02 14:00:00
82715,59,29,49,199,29.648,2022-03-02 15:00:00
50790,53,21,40,199,26.633,2022-03-02 16:00:00
78460,45,22,49,181,24.862,2022-03-02 17:00:00
24974,30,11,37,89,33.708,2022-03-02 18:00:00
21067,31,10,32,73,42.466,2022-03-02 19:00:00
2276,11,2,18,64,17.188,2022-03-02 20:00:00
55218,39,17,44,109,35.78,2022-03-03 10:00:00
64501,61,30,49,146,41.781,2022-03-03 11:00:00
129501,52,32,62,254,20.472,2022-03-03 12:00:00
67550,64,26,41,263,24.335,2022-03-03 13:00:00
74549,51,26,51,275,18.546,2022-03-03 14:00:00
35547,61,21,34,110,55.455,2022-03-03 15:00:00
71518,47,18,38,203,23.153,2022-03-03 16:00:00
45452,39,18,46,204,19.118,2022-03-03 17:00:00
47735,25,13,52,187,13.369,2022-03-03 18:00:00
7096,12,4,33,84,14.286,2022-03-03 19:00:00
25832,14,8,57,72,19.444,2022-03-03 20:00:00
81417,35,22,63,104,33.654,2022-03-04 10:00:00
133733,52,33,63,239,21.757,2022-03-04 11:00:00
75417,55,19,35,250,22.0,2022-03-04 12:00:00
97471,64,20,31,139,46.043,2022-03-04 13:00:00
77988,62,27,44,269,23.048,2022-03-04 14:00:00
105387,55,25,45,243,22.634,2022-03-04 15:00:00
212260,71,34,48,222,31.982,2022-03-04 16:00:00
72991,51,22,43,333,15.315,2022-03-04 17:00:00
94493,49,22,45,101,48.515,2022-03-04 18:00:00
92291,44,16,36,300,14.667,2022-03-04 19:00:00
37505,35,9,26,186,18.817,2022-03-04 20:00:00
211401,132,52,39,118,111.864,2022-03-05 10:00:00
236835,150,60,40,516,29.07,2022-03-05 11:00:00
207331,155,56,36,974,15.914,2022-03-05 12:00:00
209651,175,56,32,789,22.18,2022-03-05 13:00:00
393039,181,71,39,598,30.268,2022-03-05 14:00:00
307998,222,83,37,562,39.502,2022-03-05 15:00:00
142172,159,40,25,588,27.041,2022-03-05 16:00:00
213474,134,57,43,713,18.794,2022-03-05 17:00:00
232559,125,47,38,485,25.773,2022-03-05 18:00:00
104086,86,24,28,432,19.907,2022-03-05 19:00:00
46361,55,21,38,358,15.363,2022-03-05 20:00:00
198754,150,49,33,122,122.951,2022-03-06 10:00:00
400712,199,85,43,762,26.116,2022-03-06 11:00:00
329699,201,82,41,652,30.828,2022-03-06 12:00:00
328255,237,80,34,939,25.24,2022-03-06 13:00:00
434505,258,90,35,832,31.01,2022-03-06 14:00:00
295128,261,74,28,1038,25.145,2022-03-06 15:00:00
272981,198,64,32,903,21.927,2022-03-06 16:00:00
180673,138,39,28,840,16.429,2022-03-06 17:00:00
158739,95,40,42,364,26.099,2022-03-06 18:00:00
33956,51,20,39,313,16.294,2022-03-06 19:00:00
32072,41,14,34,181,22.652,2022-03-06 20:00:00
47860,39,15,38,101,38.614,2022-03-07 10:00:00
70840,38,19,50,117,32.479,2022-03-07 11:00:00
114781,52,25,48,265,19.623,2022-03-07 12:00:00
46466,53,22,42,126,42.064,2022-03-07 13:00:00
136545,77,37,48,223,34.529,2022-03-07 14:00:00
100957,58,25,43,329,17.629,2022-03-07 15:00:00
56826,45,16,36,209,21.531,2022-03-07 16:00:00
57222,50,22,44,182,27.473,2022-03-07 17:00:00
73291,33,17,52,169,19.527,2022-03-07 18:00:00
14590,24,7,29,164,14.634,2022-03-07 19:00:00
51159,15,6,40,72,20.833,2022-03-07 20:00:00
40784,43,16,37,102,42.157,2022-03-08 10:00:00
110155,78,29,37,120,65.0,2022-03-08 11:00:00
53257,74,23,31,249,29.719,2022-03-08 12:00:00
78330,56,26,46,212,26.415,2022-03-08 13:00:00
81021,52,28,54,228,22.807,2022-03-08 14:00:00
112832,56,25,45,215,26.047,2022-03-08 15:00:00
134285,50,26,52,273,18.315,2022-03-08 16:00:00
20185,33,11,33,275,12.0,2022-03-08 17:00:00
57588,39,13,33,202,19.307,2022-03-08 18:00:00
25193,31,8,26,79,39.241,2022-03-08 19:00:00
40157,17,10,59,159,10.692,2022-03-08 20:00:00
202585,38,21,55,90,42.222,2022-03-09 10:00:00
105390,44,28,64,212,20.755,2022-03-09 11:00:00
69770,49,21,43,228,21.491,2022-03-09 12:00:00
67128,61,21,34,128,47.656,2022-03-09 13:00:00
90758,106,31,29,227,46.696,2022-03-09 14:00:00
112685,63,26,41,577,10.919,2022-03-09 15:00:00
194882,52,23,44,94,55.319,2022-03-09 16:00:00
143027,59,15,25,91,64.835,2022-03-09 17:00:00
98511,42,23,55,164,25.61,2022-03-09 18:00:00
35546,17,10,59,87,19.54,2022-03-09 19:00:00
17033,22,6,27,72,30.556,2022-03-09 20:00:00
57707,53,19,36,116,45.69,2022-03-10 10:00:00
203731,61,33,54,146,41.781,2022-03-10 11:00:00
41017,33,20,61,276,11.957,2022-03-10 12:00:00
114043,81,34,42,151,53.642,2022-03-10 13:00:00
65304,81,19,23,456,17.763,2022-03-10 14:00:00
91776,51,27,53,272,18.75,2022-03-10 15:00:00
110235,45,21,47,217,20.737,2022-03-10 16:00:00
44956,53,20,38,213,24.883,2022-03-10 17:00:00
72719,39,19,49,174,22.414,2022-03-10 18:00:00
34718,37,12,32,176,21.023,2022-03-10 19:00:00
41776,31,12,39,154,20.13,2022-03-10 20:00:00
90359,67,35,52,98,68.367,2022-03-11 10:00:00
153770,61,28,46,233,26.18,2022-03-11 11:00:00
309489,52,31,60,382,13.613,2022-03-11 12:00:00
90576,84,36,43,244,34.426,2022-03-11 13:00:00
197941,84,29,35,380,22.105,2022-03-11 14:00:00
126154,97,31,32,234,41.453,2022-03-11 15:00:00
95640,74,35,47,334,22.156,2022-03-11 16:00:00
32977,44,13,30,319,13.793,2022-03-11 17:00:00
86705,47,21,45,97,48.454,2022-03-11 18:00:00
90782,63,25,40,186,33.871,2022-03-11 19:00:00
29917,54,14,26,276,19.565,2022-03-11 20:00:00
229169,100,45,45,123,81.301,2022-03-12 10:00:00
299598,120,64,53,527,22.77,2022-03-12 11:00:00
104249,101,43,43,399,25.313,2022-03-12 12:00:00
197383,159,60,38,429,37.063,2022-03-12 13:00:00
425390,186,65,35,721,25.798,2022-03-12 14:00:00
295280,190,75,39,992,19.153,2022-03-12 15:00:00
311788,183,67,37,649,28.197,2022-03-12 16:00:00
216148,138,51,37,741,18.624,2022-03-12 17:00:00
199070,124,41,33,509,24.362,2022-03-12 18:00:00
79057,69,18,26,486,14.198,2022-03-12 19:00:00
93100,69,23,33,224,30.804,2022-03-12 20:00:00
352297,124,61,49,131,94.657,2022-03-13 10:00:00
644702,195,78,40,621,31.401,2022-03-13 11:00:00
246821,156,59,38,684,22.807,2022-03-13 12:00:00
360848,171,75,44,653,26.187,2022-03-13 13:00:00
606662,274,96,35,1290,21.24,2022-03-13 14:00:00
336708,251,76,30,1620,15.494,2022-03-13 15:00:00
189081,202,55,27,932,21.674,2022-03-13 16:00:00
115693,118,36,31,846,13.948,2022-03-13 17:00:00
126144,94,30,32,595,15.798,2022-03-13 18:00:00
73786,63,22,35,273,23.077,2022-03-13 19:00:00
42897,37,12,32,296,12.5,2022-03-13 20:00:00
169475,63,29,46,117,53.846,2022-03-14 10:00:00
115146,58,33,57,530,10.943,2022-03-14 11:00:00
137350,49,34,69,286,17.133,2022-03-14 12:00:00
143013,91,38,42,134,67.91,2022-03-14 13:00:00
149004,88,31,35,642,13.707,2022-03-14 14:00:00
106818,56,26,46,318,17.61,2022-03-14 15:00:00
83648,55,19,35,219,25.114,2022-03-14 16:00:00
145396,54,24,44,504,10.714,2022-03-14 17:00:00
65404,43,14,33,180,23.889,2022-03-14 18:00:00
61455,22,15,68,168,13.095,2022-03-14 19:00:00
52021,15,5,33,73,20.548,2022-03-14 20:00:00
178818,67,24,36,103,65.049,2022-03-15 10:00:00
512718,87,54,62,273,31.868,2022-03-15 11:00:00
97576,61,25,41,396,15.404,2022-03-15 12:00:00
80403,55,26,47,402,13.682,2022-03-15 13:00:00
213688,84,34,40,268,31.343,2022-03-15 14:00:00
256648,65,27,42,249,26.104,2022-03-15 15:00:00
70706,49,16,33,450,10.889,2022-03-15 16:00:00
243841,40,20,50,184,21.739,2022-03-15 17:00:00
129456,34,15,44,88,38.636,2022-03-15 18:00:00
54681,31,14,45,76,40.79,2022-03-15 19:00:00
89337,21,12,57,143,14.685,2022-03-15 20:00:00
115305,30,23,77,87,34.483,2022-03-16 10:00:00
122793,61,27,44,110,55.455,2022-03-16 11:00:00
60090,36,23,64,249,14.458,2022-03-16 12:00:00
66136,58,21,36,114,50.877,2022-03-16 13:00:00
106393,70,32,46,217,32.258,2022-03-16 14:00:00
62863,60,23,38,204,29.412,2022-03-16 15:00:00
154062,68,29,43,289,23.529,2022-03-16 16:00:00
38534,46,15,33,383,12.01,2022-03-16 17:00:00
29108,25,10,40,83,30.121,2022-03-16 18:00:00
111135,40,16,40,84,47.619,2022-03-16 19:00:00
12082,17,3,18,136,12.5,2022-03-16 20:00:00
51215,38,22,58,88,43.182,2022-03-17 10:00:00
193056,71,37,52,109,65.138,2022-03-17 11:00:00
154498,65,34,52,352,18.466,2022-03-17 12:00:00
73664,54,27,50,316,17.089,2022-03-17 13:00:00
113102,70,38,54,215,32.558,2022-03-17 14:00:00
218833,97,49,51,310,31.29,2022-03-17 15:00:00
47559,58,19,33,316,18.354,2022-03-17 16:00:00
48221,41,18,44,176,23.296,2022-03-17 17:00:00
77477,30,19,63,93,32.258,2022-03-17 18:00:00
49778,30,11,37,146,20.548,2022-03-17 19:00:00
28820,18,6,33,210,8.571,2022-03-17 20:00:00
106325,72,31,43,104,69.231,2022-03-18 10:00:00
117469,86,37,43,369,23.306,2022-03-18 11:00:00
107628,98,39,40,411,23.844,2022-03-18 12:00:00
153057,77,36,47,736,10.462,2022-03-18 13:00:00
145540,127,46,36,266,47.744,2022-03-18 14:00:00
108066,96,41,43,474,20.253,2022-03-18 15:00:00
132154,92,38,41,227,40.529,2022-03-18 16:00:00
142831,58,34,59,348,16.667,2022-03-18 17:00:00
95320,53,22,42,305,17.377,2022-03-18 18:00:00
116206,67,33,49,267,25.094,2022-03-18 19:00:00
52718,33,17,52,348,9.483,2022-03-18 20:00:00
340995,140,88,63,102,137.255,2022-03-19 10:00:00
220427,109,59,54,811,13.44,2022-03-19 11:00:00
131235,129,52,40,508,25.394,2022-03-19 12:00:00
204795,149,58,39,398,37.437,2022-03-19 13:00:00
321315,227,89,39,536,42.351,2022-03-19 14:00:00
309802,203,69,34,837,24.253,2022-03-19 15:00:00
239959,154,62,40,660,23.333,2022-03-19 16:00:00
121450,121,43,36,577,20.971,2022-03-19 17:00:00
186607,71,27,38,533,13.321,2022-03-19 18:00:00
108631,75,26,35,379,19.789,2022-03-19 19:00:00
68021,67,19,28,664,10.09,2022-03-19 20:00:00
265444,147,62,42,140,105.0,2022-03-20 10:00:00
333409,185,75,41,686,26.968,2022-03-20 11:00:00
277831,189,67,35,884,21.38,2022-03-20 12:00:00
329141,233,85,36,985,23.655,2022-03-20 13:00:00
399728,262,82,31,1342,19.523,2022-03-20 14:00:00
435882,318,93,29,1131,28.117,2022-03-20 15:00:00
512780,322,103,32,1544,20.855,2022-03-20 16:00:00
211420,178,67,38,1666,10.684,2022-03-20 17:00:00
162341,121,33,27,842,14.371,2022-03-20 18:00:00
153624,82,33,40,330,24.849,2022-03-20 19:00:00
59953,77,19,25,187,41.177,2022-03-20 20:00:00
139876,96,39,41,146,65.753,2022-03-21 10:00:00
370195,176,68,39,522,33.717,2022-03-21 11:00:00
257777,159,69,43,979,16.241,2022-03-21 12:00:00
341815,190,71,37,733,25.921,2022-03-21 13:00:00
499351,209,75,36,1162,17.986,2022-03-21 14:00:00
339628,207,76,37,1016,20.374,2022-03-21 15:00:00
154906,183,44,24,997,18.355,2022-03-21 16:00:00
167922,114,30,26,1067,10.684,2022-03-21 17:00:00
75602,61,18,30,496,12.298,2022-03-21 18:00:00
75012,45,16,36,374,12.032,2022-03-21 19:00:00
12796,18,3,17,328,5.488,2022-03-21 20:00:00
117686,60,24,40,102,58.824,2022-03-22 10:00:00
121568,85,41,48,339,25.074,2022-03-22 11:00:00
77860,71,28,39,337,21.068,2022-03-22 12:00:00
154692,82,33,40,339,24.189,2022-03-22 13:00:00
92238,83,33,40,322,25.776,2022-03-22 14:00:00
98796,66,31,47,300,22.0,2022-03-22 15:00:00
67474,48,23,48,200,24.0,2022-03-22 16:00:00
42014,42,9,21,90,46.667,2022-03-22 17:00:00
69337,25,14,56,86,29.07,2022-03-22 18:00:00
91870,30,15,50,74,40.541,2022-03-22 19:00:00
31328,30,9,30,213,14.085,2022-03-22 20:00:00
71063,53,26,49,103,51.456,2022-03-23 10:00:00
96062,50,22,44,218,22.936,2022-03-23 11:00:00
85839,53,34,64,119,44.538,2022-03-23 12:00:00
111601,94,38,40,234,40.171,2022-03-23 13:00:00
69526,69,30,43,449,15.368,2022-03-23 14:00:00
98574,76,35,46,227,33.48,2022-03-23 15:00:00
134497,58,32,55,301,19.269,2022-03-23 16:00:00
93829,32,20,63,188,17.021,2022-03-23 17:00:00
124207,32,15,47,189,16.931,2022-03-23 18:00:00
19666,32,11,34,86,37.209,2022-03-23 19:00:00
6607,11,1,9,74,14.865,2022-03-23 20:00:00
94791,37,19,51,83,44.578,2022-03-24 10:00:00
82699,47,22,47,97,48.454,2022-03-24 11:00:00
132234,58,36,62,222,26.126,2022-03-24 12:00:00
230975,80,35,44,246,32.52,2022-03-24 13:00:00
226041,97,41,42,251,38.645,2022-03-24 14:00:00
224032,61,29,48,335,18.209,2022-03-24 15:00:00
118176,63,25,40,200,31.5,2022-03-24 16:00:00
98934,39,18,46,174,22.414,2022-03-24 17:00:00
33242,38,17,45,158,24.051,2022-03-24 18:00:00
13253,26,7,27,146,17.808,2022-03-24 19:00:00
17930,18,8,44,68,26.471,2022-03-24 20:00:00
159575,44,20,45,84,52.381,2022-03-25 10:00:00
147742,64,26,41,388,16.495,2022-03-25 11:00:00
95700,60,32,53,397,15.113,2022-03-25 12:00:00
104286,85,35,41,246,34.553,2022-03-25 13:00:00
167320,121,38,31,330,36.667,2022-03-25 14:00:00
169174,117,40,34,406,28.818,2022-03-25 15:00:00
97124,79,23,29,420,18.81,2022-03-25 16:00:00
77635,59,20,34,255,23.137,2022-03-25 17:00:00
71788,60,28,47,165,36.364,2022-03-25 18:00:00
27076,40,14,35,236,16.949,2022-03-25 19:00:00
65200,43,24,56,233,18.455,2022-03-25 20:00:00
219107,141,54,38,101,139.604,2022-03-26 10:00:00
377979,149,67,45,650,22.923,2022-03-26 11:00:00
217909,150,59,39,575,26.087,2022-03-26 12:00:00
234420,178,59,33,615,28.943,2022-03-26 13:00:00
271680,245,76,31,575,42.609,2022-03-26 14:00:00
295738,235,73,31,987,23.81,2022-03-26 15:00:00
369622,189,70,37,786,24.046,2022-03-26 16:00:00
170142,147,39,27,485,30.309,2022-03-26 17:00:00
254236,106,31,29,651,16.283,2022-03-26 18:00:00
34143,62,17,27,399,15.539,2022-03-26 19:00:00
60641,53,16,30,268,19.776,2022-03-26 20:00:00
292682,117,47,40,119,98.319,2022-03-27 10:00:00
317006,206,68,33,552,37.319,2022-03-27 11:00:00
227489,205,74,36,1742,11.768,2022-03-27 12:00:00
286301,229,84,37,1157,19.793,2022-03-27 13:00:00
264265,237,63,27,958,24.739,2022-03-27 14:00:00
179921,230,54,23,1128,20.39,2022-03-27 15:00:00
386331,220,70,32,1146,19.197,2022-03-27 16:00:00
324986,151,65,43,979,15.424,2022-03-27 17:00:00
187081,91,27,30,505,18.02,2022-03-27 18:00:00
76726,61,16,26,397,15.365,2022-03-27 19:00:00
74140,38,13,34,176,21.591,2022-03-27 20:00:00
102329,50,21,42,116,43.103,2022-03-28 10:00:00
